Opportunity_ID,Deal_Name,Account_Name,Sales_Rep,Region,Lead_Source,Stage,Amount_USD,Close_Date,Created_Date,Days_in_Stage,Product_Tier,Competitor_Mentioned,Loss_Reason,Is_Outlier,Sales_Cycle_Duration,Month_Created,Month_Closed,Quarter_Created,Quarter_Closed
OPP-10177,Deal for Veridian Corp,Veridian Corp,Charlie Brown,North America,Social Media,Closed Lost,7226.7,2025-08-17,2025-04-11,111,Enterprise,Yes,Timing,False,128,2025-04,2025-08,2025Q2,2025Q3
OPP-10395,Deal for Elite Dynamics,Elite Dynamics,Alice Johnson,North America,Referral,Closed Won,13894.98,2024-11-08,2024-07-13,106,Enterprise,Yes,NaN,False,118,2024-07,2024-11,2024Q3,2024Q4
OPP-10680,Deal for Quantum Labs,Quantum Labs,Charlie Brown,EMEA,Cold Call,Closed Lost,11249.46,2025-07-05,2025-04-03,81,Enterprise,Yes,Internal Prioritization,False,93,2025-04,2025-07,2025Q2,2025Q3
OPP-10797,Deal for Elite Dynamics,Elite Dynamics,Bob Williams,EMEA,Referral,Closed Lost,7353.72,2024-11-09,2024-09-19,51,Pro,No,No Need,False,51,2024-09,2024-11,2024Q3,2024Q4
OPP-10965,Deal for SynergyCorp,SynergyCorp,Eve Davis,EMEA,Referral,Closed Lost,685.77,2025-02-19,2024-11-23,83,Basic,Yes,Budget,False,88,2024-11,2025-02,2024Q4,2025Q1
OPP-10688,Deal for Evergreen Tech,Evergreen Tech,Diana Miller,EMEA,Partner,Closed Lost,3515.74,2025-05-23,2025-02-20,75,Basic,No,Budget,False,92,2025-02,2025-05,2025Q1,2025Q2
OPP-10383,Deal for GlobalTech,GlobalTech,Alice Johnson,APAC,Cold Call,Closed Lost,6173.62,2025-05-31,2025-03-24,54,Pro,Yes,No Need,False,68,2025-03,2025-05,2025Q1,2025Q2
OPP-10961,Deal for OmniCorp,OmniCorp,Bob Williams,North America,Cold Call,Closed Lost,9843.98,2024-10-02,2024-06-21,103,Pro,Yes,Competitor,False,103,2024-06,2024-10,2024Q2,2024Q4
OPP-10616,Deal for Pioneer Systems,Pioneer Systems,Diana Miller,EMEA,Partner,Closed Lost,3518.99,2025-05-05,2025-03-01,52,Enterprise,No,Price,False,65,2025-03,2025-05,2025Q1,2025Q2
OPP-10257,Deal for SynergyCorp,SynergyCorp,Charlie Brown,EMEA,Social Media,Closed Lost,10737.98,2024-12-23,2024-08-25,105,Enterprise,No,Competitor,False,120,2024-08,2024-12,2024Q3,2024Q4
OPP-10335,Deal for Prime Ventures,Prime Ventures,Alice Johnson,APAC,Event,Closed Lost,2973.16,2025-03-12,2025-02-05,20,Enterprise,Yes,No Need,False,35,2025-02,2025-03,2025Q1,2025Q1
OPP-10015,Deal for Veridian Corp,Veridian Corp,Charlie Brown,APAC,Referral,Closed Lost,4476.69,2024-12-20,2024-10-18,54,Enterprise,No,Features,False,63,2024-10,2024-12,2024Q4,2024Q4
OPP-10633,Deal for Evergreen Tech,Evergreen Tech,Diana Miller,North America,Event,Closed Lost,9039.99,2024-09-20,2024-06-02,110,Enterprise,Yes,Timing,False,110,2024-06,2024-09,2024Q2,2024Q3
OPP-10324,Deal for Evergreen Tech,Evergreen Tech,Charlie Brown,EMEA,Cold Call,Closed Lost,3769.41,2025-04-14,2025-01-02,102,Basic,Yes,Competitor,False,102,2025-01,2025-04,2025Q1,2025Q2
OPP-10762,Deal for Apex Solutions,Apex Solutions,Charlie Brown,North America,Cold Call,Closed Lost,6741.75,2025-03-09,2024-12-16,72,Enterprise,Yes,No Need,False,83,2024-12,2025-03,2024Q4,2025Q1
OPP-10222,Deal for Elite Dynamics,Elite Dynamics,Charlie Brown,EMEA,Cold Call,Closed Lost,10004.74,2025-06-22,2024-09-18,135,Pro,Yes,Internal Prioritization,False,277,2024-09,2025-06,2024Q3,2025Q2
OPP-10179,Deal for Zenith Global,Zenith Global,Alice Johnson,EMEA,Referral,Closed Lost,2315.64,2025-06-07,2025-01-15,125,Basic,Yes,No Need,False,143,2025-01,2025-06,2025Q1,2025Q2
OPP-10988,Deal for Elevate Solutions,Elevate Solutions,Alice Johnson,EMEA,Website,Closed Lost,3893.62,2025-07-30,2025-05-07,84,Enterprise,No,Price,False,84,2025-05,2025-07,2025Q2,2025Q3
OPP-10022,Deal for Apex Solutions,Apex Solutions,Diana Miller,APAC,Social Media,Closed Lost,2638.01,2025-09-10,2025-05-07,119,Basic,No,Features,False,126,2025-05,2025-09,2025Q2,2025Q3
OPP-10356,Deal for Fusion Innovations,Fusion Innovations,Bob Williams,APAC,Cold Call,Closed Lost,2319.99,2025-07-30,2025-03-04,148,Basic,Yes,Competitor,False,148,2025-03,2025-07,2025Q1,2025Q3
OPP-10670,Deal for Apex Solutions,Apex Solutions,Eve Davis,North America,Event,Closed Lost,3015.34,2025-01-21,2024-12-21,31,Basic,No,Features,False,31,2024-12,2025-01,2024Q4,2025Q1
OPP-10865,Deal for OmniCorp,OmniCorp,Eve Davis,EMEA,Event,Closed Lost,2280.48,2025-07-08,2025-02-09,144,Pro,No,Competitor,False,149,2025-02,2025-07,2025Q1,2025Q3
OPP-10340,Deal for Astra Dynamics,Astra Dynamics,Bob Williams,North America,Referral,Closed Lost,8260.41,2025-06-24,2025-05-21,34,Enterprise,No,Timing,False,34,2025-05,2025-06,2025Q2,2025Q2
OPP-10431,Deal for Fusion Innovations,Fusion Innovations,Alice Johnson,APAC,Event,Closed Lost,11715.87,2025-04-13,2025-03-04,32,Enterprise,No,Features,False,40,2025-03,2025-04,2025Q1,2025Q2
OPP-10829,Deal for Elite Dynamics,Elite Dynamics,Eve Davis,EMEA,Event,Closed Lost,792.53,2025-06-24,2025-03-24,81,Basic,Yes,No Need,False,92,2025-03,2025-06,2025Q1,2025Q2
OPP-10837,Deal for Pioneer Systems,Pioneer Systems,Diana Miller,EMEA,Event,Closed Lost,1208.67,2025-08-15,2025-04-06,112,Pro,No,Internal Prioritization,False,131,2025-04,2025-08,2025Q2,2025Q3
OPP-10203,Deal for Prime Ventures,Prime Ventures,Eve Davis,APAC,Social Media,Closed Lost,3568.2,2024-12-11,2024-10-17,42,Basic,No,Competitor,False,55,2024-10,2024-12,2024Q4,2024Q4
OPP-10634,Deal for Nexus Enterprises,Nexus Enterprises,Charlie Brown,North America,Cold Call,Closed Lost,8540.22,2024-11-11,2024-09-01,53,Enterprise,No,Features,False,71,2024-09,2024-11,2024Q3,2024Q4
OPP-10093,Deal for Velocity Systems,Velocity Systems,Charlie Brown,APAC,Website,Closed Lost,15434.97,2025-08-11,2025-05-08,95,Enterprise,No,Features,False,95,2025-05,2025-08,2025Q2,2025Q3
OPP-10966,Deal for Astra Dynamics,Astra Dynamics,Bob Williams,EMEA,Referral,Closed Lost,1986.39,2024-09-09,2024-07-24,47,Basic,Yes,Competitor,False,47,2024-07,2024-09,2024Q3,2024Q3
OPP-10068,Deal for Horizon Digital,Horizon Digital,Eve Davis,North America,Partner,Closed Lost,1719.38,2025-07-09,2025-04-26,74,Enterprise,No,Price,False,74,2025-04,2025-07,2025Q2,2025Q3
OPP-10626,Deal for Veridian Corp,Veridian Corp,Alice Johnson,North America,Website,Closed Lost,8623.47,2025-03-13,2025-01-27,33,Pro,Yes,Competitor,False,45,2025-01,2025-03,2025Q1,2025Q1
OPP-10284,Deal for Velocity Systems,Velocity Systems,Alice Johnson,EMEA,Partner,Closed Lost,4077.91,2025-09-08,2025-05-22,109,Enterprise,Yes,Competitor,False,109,2025-05,2025-09,2025Q2,2025Q3
OPP-10808,Deal for Elevate Solutions,Elevate Solutions,Alice Johnson,APAC,Website,Closed Lost,9963.28,2024-12-13,2024-09-05,85,Pro,Yes,Budget,False,99,2024-09,2024-12,2024Q3,2024Q4
OPP-10434,Deal for GlobalTech,GlobalTech,Bob Williams,North America,Social Media,Closed Lost,2092.43,2025-01-16,2024-11-14,63,Basic,No,No Need,False,63,2024-11,2025-01,2024Q4,2025Q1
OPP-10153,Deal for Zenith Global,Zenith Global,Alice Johnson,APAC,Cold Call,Closed Won,5048.66,2025-01-17,2024-10-19,71,Pro,Yes,NaN,False,90,2024-10,2025-01,2024Q4,2025Q1
OPP-10075,Deal for Veridian Corp,Veridian Corp,Eve Davis,EMEA,Social Media,Closed Lost,4896.23,2025-08-05,2025-04-22,105,Pro,Yes,Price,False,105,2025-04,2025-08,2025Q2,2025Q3
OPP-10734,Deal for SynergyCorp,SynergyCorp,Alice Johnson,APAC,Cold Call,Closed Lost,5225.48,2025-02-10,2024-12-15,38,Enterprise,Yes,Features,False,57,2024-12,2025-02,2024Q4,2025Q1
OPP-10446,Deal for Elevate Solutions,Elevate Solutions,Eve Davis,North America,Website,Closed Won,12407.75,2025-01-30,2024-11-18,66,Enterprise,No,NaN,False,73,2024-11,2025-01,2024Q4,2025Q1
OPP-10188,Deal for Pioneer Systems,Pioneer Systems,Diana Miller,APAC,Partner,Closed Lost,2450.84,2025-06-03,2025-05-02,19,Pro,Yes,Competitor,False,32,2025-05,2025-06,2025Q2,2025Q2
OPP-10271,Deal for Elite Dynamics,Elite Dynamics,Eve Davis,EMEA,Referral,Closed Lost,10199.74,2024-08-18,2024-07-03,40,Enterprise,No,Features,False,46,2024-07,2024-08,2024Q3,2024Q3
OPP-10236,Deal for Veridian Corp,Veridian Corp,Eve Davis,North America,Partner,Closed Lost,1459.51,2024-11-22,2024-08-08,106,Basic,Yes,Timing,False,106,2024-08,2024-11,2024Q3,2024Q4
OPP-10487,Deal for Prime Ventures,Prime Ventures,Eve Davis,EMEA,Social Media,Closed Lost,5841.53,2025-06-03,2025-01-30,118,Basic,Yes,Competitor,False,124,2025-01,2025-06,2025Q1,2025Q2
OPP-10117,Deal for BrightSpark,BrightSpark,Diana Miller,EMEA,Event,Closed Lost,3231.38,2025-03-03,2024-12-13,80,Basic,Yes,Timing,False,80,2024-12,2025-03,2024Q4,2025Q1
OPP-10822,Deal for Horizon Digital,Horizon Digital,Charlie Brown,APAC,Partner,Closed Lost,4342.18,2025-03-09,2024-10-17,132,Basic,No,Internal Prioritization,False,143,2024-10,2025-03,2024Q4,2025Q1
OPP-10512,Deal for Evergreen Tech,Evergreen Tech,Eve Davis,APAC,Cold Call,Closed Lost,3834.1,2025-02-25,2025-01-04,52,Basic,Yes,Price,False,52,2025-01,2025-02,2025Q1,2025Q1
OPP-10798,Deal for Astra Dynamics,Astra Dynamics,Bob Williams,North America,Partner,Closed Lost,4543.99,2025-10-04,2025-05-08,149,Basic,Yes,Price,False,149,2025-05,2025-10,2025Q2,2025Q4
OPP-10595,Deal for Veridian Corp,Veridian Corp,Alice Johnson,APAC,Referral,Closed Lost,10786.25,2025-06-19,2025-02-17,108,Enterprise,Yes,Price,False,122,2025-02,2025-06,2025Q1,2025Q2
OPP-10126,Deal for OmniCorp,OmniCorp,Diana Miller,EMEA,Referral,Closed Lost,1577.94,2025-06-24,2025-03-24,79,Basic,No,Budget,False,92,2025-03,2025-06,2025Q1,2025Q2
OPP-10116,Deal for Veridian Corp,Veridian Corp,Diana Miller,EMEA,Social Media,Closed Lost,3894.41,2024-10-30,2024-06-24,118,Basic,Yes,Budget,False,128,2024-06,2024-10,2024Q2,2024Q4
OPP-10473,Deal for Velocity Systems,Velocity Systems,Eve Davis,APAC,Referral,Closed Lost,7631.0,2025-10-06,2025-05-31,128,Pro,Yes,Budget,False,128,2025-05,2025-10,2025Q2,2025Q4
OPP-10697,Deal for Astra Dynamics,Astra Dynamics,Eve Davis,APAC,Referral,Closed Lost,7676.22,2025-01-03,2024-08-20,116,Pro,No,Competitor,False,136,2024-08,2025-01,2024Q3,2025Q1
OPP-10057,Deal for Pioneer Systems,Pioneer Systems,Alice Johnson,EMEA,Website,Closed Lost,4762.62,2025-04-02,2024-11-21,132,Basic,Yes,Timing,False,132,2024-11,2025-04,2024Q4,2025Q2
OPP-10678,Deal for OmniCorp,OmniCorp,Charlie Brown,EMEA,Cold Call,Closed Won,2701.37,2024-12-03,2024-06-07,165,Pro,No,NaN,False,179,2024-06,2024-12,2024Q2,2024Q4
OPP-10916,Deal for Evergreen Tech,Evergreen Tech,Diana Miller,APAC,Partner,Closed Lost,8952.93,2025-07-01,2025-04-16,67,Pro,No,Timing,False,76,2025-04,2025-07,2025Q2,2025Q3
OPP-10369,Deal for Apex Solutions,Apex Solutions,Alice Johnson,North America,Referral,Closed Lost,13437.78,2025-04-05,2024-11-27,129,Enterprise,No,Budget,False,129,2024-11,2025-04,2024Q4,2025Q2
OPP-10268,Deal for Horizon Digital,Horizon Digital,Eve Davis,North America,Referral,Closed Lost,3940.53,2025-08-20,2025-05-26,86,Pro,Yes,Budget,False,86,2025-05,2025-08,2025Q2,2025Q3
OPP-10046,Deal for BrightSpark,BrightSpark,Eve Davis,EMEA,Partner,Closed Lost,6910.28,2024-12-06,2024-09-05,73,Pro,No,Price,False,92,2024-09,2024-12,2024Q3,2024Q4
OPP-10349,Deal for SynergyCorp,SynergyCorp,Diana Miller,North America,Cold Call,Closed Lost,8808.14,2025-07-06,2025-05-27,29,Enterprise,No,Timing,False,40,2025-05,2025-07,2025Q2,2025Q3
OPP-10195,Deal for Prime Ventures,Prime Ventures,Diana Miller,EMEA,Cold Call,Closed Lost,3659.08,2024-08-26,2024-06-14,73,Pro,No,Budget,False,73,2024-06,2024-08,2024Q2,2024Q3
OPP-10892,Deal for GlobalTech,GlobalTech,Eve Davis,North America,Website,Closed Lost,8966.57,2024-11-30,2024-08-24,98,Enterprise,Yes,Budget,False,98,2024-08,2024-11,2024Q3,2024Q4
OPP-10740,Deal for Prime Ventures,Prime Ventures,Bob Williams,APAC,Partner,Closed Lost,9413.43,2025-01-31,2024-11-17,69,Pro,Yes,Timing,False,75,2024-11,2025-01,2024Q4,2025Q1
OPP-10263,Deal for Nexus Enterprises,Nexus Enterprises,Charlie Brown,EMEA,Social Media,Closed Lost,8074.44,2025-06-13,2025-04-10,45,Enterprise,No,Budget,False,64,2025-04,2025-06,2025Q2,2025Q2
OPP-10443,Deal for Evergreen Tech,Evergreen Tech,Charlie Brown,APAC,Referral,Closed Lost,4381.17,2025-06-14,2024-08-05,117,Enterprise,No,Timing,False,313,2024-08,2025-06,2024Q3,2025Q2
OPP-10679,Deal for Horizon Digital,Horizon Digital,Diana Miller,EMEA,Website,Closed Lost,9412.89,2025-07-19,2025-03-17,114,Pro,No,No Need,False,124,2025-03,2025-07,2025Q1,2025Q3
OPP-10304,Deal for InnovateCo,InnovateCo,Eve Davis,APAC,Referral,Closed Lost,3250.94,2025-04-08,2024-11-27,112,Basic,Yes,Price,False,132,2024-11,2025-04,2024Q4,2025Q2
OPP-10341,Deal for Velocity Systems,Velocity Systems,Charlie Brown,EMEA,Event,Closed Lost,1628.97,2025-09-05,2025-04-18,140,Basic,Yes,Internal Prioritization,False,140,2025-04,2025-09,2025Q2,2025Q3
OPP-10602,Deal for Elevate Solutions,Elevate Solutions,Alice Johnson,North America,Social Media,Closed Lost,7671.51,2025-01-15,2024-09-30,88,Pro,No,Budget,False,107,2024-09,2025-01,2024Q3,2025Q1
OPP-10971,Deal for BrightSpark,BrightSpark,Bob Williams,EMEA,Partner,Closed Lost,5537.13,2024-12-01,2024-08-06,117,Enterprise,Yes,Budget,False,117,2024-08,2024-12,2024Q3,2024Q4
OPP-10149,Deal for Veridian Corp,Veridian Corp,Charlie Brown,APAC,Cold Call,Closed Lost,9626.77,2025-01-13,2024-08-26,134,Pro,No,Budget,False,140,2024-08,2025-01,2024Q3,2025Q1
OPP-10124,Deal for Elite Dynamics,Elite Dynamics,Bob Williams,North America,Social Media,Closed Lost,4976.11,2024-08-25,2024-06-08,63,Basic,No,No Need,False,78,2024-06,2024-08,2024Q2,2024Q3
OPP-10790,Deal for Evergreen Tech,Evergreen Tech,Charlie Brown,EMEA,Referral,Closed Lost,651.0,2024-09-02,2024-06-06,80,Basic,No,Competitor,False,88,2024-06,2024-09,2024Q2,2024Q3
OPP-10826,Deal for Elite Dynamics,Elite Dynamics,Bob Williams,North America,Cold Call,Closed Lost,3928.24,2024-12-06,2024-08-11,109,Basic,Yes,No Need,False,117,2024-08,2024-12,2024Q3,2024Q4
OPP-10050,Deal for SynergyCorp,SynergyCorp,Alice Johnson,APAC,Event,Closed Lost,2490.08,2025-04-02,2025-01-12,65,Basic,Yes,Budget,False,80,2025-01,2025-04,2025Q1,2025Q2
OPP-10353,Deal for Horizon Digital,Horizon Digital,Diana Miller,APAC,Partner,Closed Lost,2013.89,2024-12-27,2024-10-29,54,Basic,No,Internal Prioritization,False,59,2024-10,2024-12,2024Q4,2024Q4
OPP-10931,Deal for InnovateCo,InnovateCo,Eve Davis,EMEA,Social Media,Closed Lost,4178.26,2024-12-28,2024-09-26,76,Basic,No,Features,False,93,2024-09,2024-12,2024Q3,2024Q4
OPP-10142,Deal for Astra Dynamics,Astra Dynamics,Eve Davis,North America,Partner,Closed Lost,1933.53,2024-10-03,2024-07-03,92,Basic,No,Timing,False,92,2024-07,2024-10,2024Q3,2024Q4
OPP-10470,Deal for Apex Solutions,Apex Solutions,Eve Davis,North America,Event,Closed Lost,14386.8,2024-10-24,2024-06-18,122,Enterprise,Yes,Features,False,128,2024-06,2024-10,2024Q2,2024Q4
OPP-10399,Deal for Evergreen Tech,Evergreen Tech,Charlie Brown,North America,Website,Closed Lost,2583.46,2025-07-18,2025-04-02,107,Enterprise,Yes,Budget,False,107,2025-04,2025-07,2025Q2,2025Q3
OPP-10629,Deal for Evergreen Tech,Evergreen Tech,Eve Davis,EMEA,Partner,Closed Lost,2598.08,2025-03-11,2025-01-07,49,Enterprise,No,Timing,False,63,2025-01,2025-03,2025Q1,2025Q1
OPP-10320,Deal for Zenith Global,Zenith Global,Bob Williams,North America,Website,Closed Lost,3974.16,2024-09-20,2024-08-04,47,Enterprise,Yes,Price,False,47,2024-08,2024-09,2024Q3,2024Q3
OPP-10019,Deal for Velocity Systems,Velocity Systems,Charlie Brown,North America,Website,Closed Lost,7429.41,2025-05-11,2025-03-02,54,Pro,Yes,No Need,False,70,2025-03,2025-05,2025Q1,2025Q2
OPP-10813,Deal for Prime Ventures,Prime Ventures,Bob Williams,EMEA,Event,Closed Lost,2462.25,2024-08-14,2024-07-10,35,Basic,Yes,Competitor,False,35,2024-07,2024-08,2024Q3,2024Q3
OPP-10833,Deal for Zenith Global,Zenith Global,Alice Johnson,North America,Partner,Closed Lost,2025.57,2024-11-17,2024-09-29,33,Enterprise,Yes,Timing,False,49,2024-09,2024-11,2024Q3,2024Q4
OPP-10881,Deal for Astra Dynamics,Astra Dynamics,Charlie Brown,EMEA,Referral,Closed Won,6063.56,2025-05-01,2025-02-28,51,Pro,Yes,NaN,False,62,2025-02,2025-05,2025Q1,2025Q2
OPP-10407,Deal for Fusion Innovations,Fusion Innovations,Diana Miller,EMEA,Event,Closed Lost,5880.81,2024-12-28,2024-09-11,108,Pro,No,Features,False,108,2024-09,2024-12,2024Q3,2024Q4
OPP-10537,Deal for Quantum Labs,Quantum Labs,Eve Davis,APAC,Event,Closed Lost,9827.48,2024-08-29,2024-07-13,31,Enterprise,Yes,Price,False,47,2024-07,2024-08,2024Q3,2024Q3
OPP-10867,Deal for InnovateCo,InnovateCo,Charlie Brown,North America,Cold Call,Closed Lost,6245.13,2025-08-16,2025-04-23,115,Enterprise,No,Features,False,115,2025-04,2025-08,2025Q2,2025Q3
OPP-10038,Deal for Elevate Solutions,Elevate Solutions,Bob Williams,EMEA,Referral,Closed Lost,6271.01,2025-02-07,2024-10-30,100,Pro,Yes,Competitor,False,100,2024-10,2025-02,2024Q4,2025Q1
OPP-10175,Deal for Velocity Systems,Velocity Systems,Eve Davis,EMEA,Referral,Closed Lost,1618.49,2025-06-26,2025-02-08,129,Pro,Yes,Timing,False,138,2025-02,2025-06,2025Q1,2025Q2
OPP-10245,Deal for Velocity Systems,Velocity Systems,Bob Williams,APAC,Event,Closed Lost,2992.04,2024-10-24,2024-06-30,104,Pro,Yes,Price,False,116,2024-06,2024-10,2024Q2,2024Q4
OPP-10832,Deal for OmniCorp,OmniCorp,Eve Davis,APAC,Partner,Closed Lost,1004.68,2024-10-31,2024-07-18,99,Basic,No,Competitor,False,105,2024-07,2024-10,2024Q3,2024Q4
OPP-10737,Deal for Velocity Systems,Velocity Systems,Diana Miller,APAC,Cold Call,Closed Lost,4066.0,2025-07-26,2025-05-29,58,Basic,Yes,No Need,False,58,2025-05,2025-07,2025Q2,2025Q3
OPP-10758,Deal for Fusion Innovations,Fusion Innovations,Charlie Brown,APAC,Website,Closed Lost,3104.36,2024-12-03,2024-08-18,100,Basic,Yes,Timing,False,107,2024-08,2024-12,2024Q3,2024Q4
OPP-10905,Deal for Astra Dynamics,Astra Dynamics,Diana Miller,North America,Event,Closed Lost,13074.05,2024-12-16,2024-11-15,31,Enterprise,No,Features,False,31,2024-11,2024-12,2024Q4,2024Q4
OPP-10154,Deal for SynergyCorp,SynergyCorp,Bob Williams,EMEA,Website,Closed Lost,2739.95,2024-10-23,2024-07-07,99,Enterprise,Yes,Budget,False,108,2024-07,2024-10,2024Q3,2024Q4
OPP-10287,Deal for Elevate Solutions,Elevate Solutions,Eve Davis,EMEA,Referral,Closed Lost,4822.11,2024-09-20,2024-06-16,96,Basic,No,Budget,False,96,2024-06,2024-09,2024Q2,2024Q3
OPP-10613,Deal for OmniCorp,OmniCorp,Bob Williams,EMEA,Social Media,Closed Lost,3441.12,2025-05-21,2025-02-22,69,Enterprise,Yes,Price,False,88,2025-02,2025-05,2025Q1,2025Q2
OPP-10569,Deal for Apex Solutions,Apex Solutions,Bob Williams,APAC,Social Media,Closed Lost,2151.9,2024-12-13,2024-08-28,92,Pro,No,No Need,False,107,2024-08,2024-12,2024Q3,2024Q4
OPP-10968,Deal for GlobalTech,GlobalTech,Alice Johnson,North America,Social Media,Closed Lost,3482.18,2025-09-08,2025-05-02,129,Enterprise,No,Price,False,129,2025-05,2025-09,2025Q2,2025Q3
OPP-10017,Deal for Apex Solutions,Apex Solutions,Alice Johnson,North America,Social Media,Closed Lost,9417.18,2025-05-17,2024-12-29,122,Pro,No,No Need,False,139,2024-12,2025-05,2024Q4,2025Q2
OPP-10127,Deal for Apex Solutions,Apex Solutions,Bob Williams,North America,Social Media,Closed Lost,4605.24,2025-02-18,2024-11-28,76,Enterprise,No,Features,False,82,2024-11,2025-02,2024Q4,2025Q1
OPP-10322,Deal for Nexus Enterprises,Nexus Enterprises,Alice Johnson,North America,Partner,Closed Lost,2003.57,2025-03-11,2024-12-05,77,Pro,No,Timing,False,96,2024-12,2025-03,2024Q4,2025Q1
OPP-10255,Deal for Elevate Solutions,Elevate Solutions,Eve Davis,APAC,Cold Call,Closed Lost,3726.08,2025-04-03,2025-02-20,22,Pro,No,No Need,False,42,2025-02,2025-04,2025Q1,2025Q2
OPP-10984,Deal for OmniCorp,OmniCorp,Alice Johnson,North America,Cold Call,Closed Lost,15833.08,2025-04-08,2025-03-07,32,Enterprise,No,Budget,True,32,2025-03,2025-04,2025Q1,2025Q2
OPP-10969,Deal for SynergyCorp,SynergyCorp,Diana Miller,EMEA,Partner,Closed Lost,4957.51,2025-01-27,2024-09-06,130,Pro,No,Budget,False,143,2024-09,2025-01,2024Q3,2025Q1
OPP-10190,Deal for BrightSpark,BrightSpark,Eve Davis,EMEA,Website,Closed Lost,2585.83,2025-06-04,2025-02-04,114,Enterprise,Yes,Features,False,120,2025-02,2025-06,2025Q1,2025Q2
OPP-10115,Deal for Quantum Labs,Quantum Labs,Bob Williams,North America,Cold Call,Closed Lost,2707.56,2025-05-21,2025-03-02,66,Enterprise,No,Competitor,False,80,2025-03,2025-05,2025Q1,2025Q2
OPP-10620,Deal for Evergreen Tech,Evergreen Tech,Charlie Brown,EMEA,Website,Closed Won,7194.15,2024-12-01,2024-07-02,138,Enterprise,No,NaN,False,152,2024-07,2024-12,2024Q3,2024Q4
OPP-10606,Deal for Zenith Global,Zenith Global,Alice Johnson,North America,Partner,Closed Lost,1839.19,2025-05-20,2025-03-19,48,Pro,Yes,No Need,False,62,2025-03,2025-05,2025Q1,2025Q2
OPP-10180,Deal for Nexus Enterprises,Nexus Enterprises,Diana Miller,APAC,Social Media,Closed Lost,3065.66,2024-08-30,2024-07-22,26,Enterprise,Yes,Competitor,False,39,2024-07,2024-08,2024Q3,2024Q3
OPP-10301,Deal for Fusion Innovations,Fusion Innovations,Diana Miller,APAC,Website,Closed Lost,2383.03,2024-10-21,2024-07-05,97,Pro,No,Price,False,108,2024-07,2024-10,2024Q3,2024Q4
OPP-10888,Deal for Astra Dynamics,Astra Dynamics,Charlie Brown,EMEA,Partner,Closed Lost,1270.09,2024-12-06,2024-10-21,38,Basic,Yes,Price,False,46,2024-10,2024-12,2024Q4,2024Q4
OPP-10716,Deal for Quantum Labs,Quantum Labs,Bob Williams,APAC,Social Media,Closed Lost,7282.19,2025-06-21,2024-10-07,114,Pro,No,Features,False,257,2024-10,2025-06,2024Q4,2025Q2
OPP-10849,Deal for GlobalTech,GlobalTech,Charlie Brown,EMEA,Website,Closed Lost,5173.13,2025-01-15,2024-08-24,144,Basic,Yes,No Need,False,144,2024-08,2025-01,2024Q3,2025Q1
OPP-10689,Deal for Apex Solutions,Apex Solutions,Alice Johnson,APAC,Website,Closed Lost,3366.52,2025-04-14,2024-12-12,123,Pro,Yes,Internal Prioritization,False,123,2024-12,2025-04,2024Q4,2025Q2
OPP-10665,Deal for Nexus Enterprises,Nexus Enterprises,Diana Miller,EMEA,Partner,Closed Lost,2145.79,2025-05-01,2025-01-02,119,Pro,Yes,Timing,False,119,2025-01,2025-05,2025Q1,2025Q2
OPP-10517,Deal for Astra Dynamics,Astra Dynamics,Charlie Brown,EMEA,Partner,Closed Lost,3873.54,2024-10-04,2024-08-05,55,Enterprise,No,Price,False,60,2024-08,2024-10,2024Q3,2024Q4
OPP-10989,Deal for Zenith Global,Zenith Global,Bob Williams,North America,Event,Closed Lost,3803.59,2025-07-22,2025-04-25,88,Pro,Yes,Timing,False,88,2025-04,2025-07,2025Q2,2025Q3
OPP-10045,Deal for SynergyCorp,SynergyCorp,Charlie Brown,EMEA,Social Media,Closed Lost,6685.98,2025-01-04,2024-08-22,118,Pro,No,Price,False,135,2024-08,2025-01,2024Q3,2025Q1
OPP-10913,Deal for Elevate Solutions,Elevate Solutions,Alice Johnson,North America,Referral,Closed Lost,9724.78,2025-03-22,2024-10-27,126,Pro,Yes,Timing,False,146,2024-10,2025-03,2024Q4,2025Q1
OPP-10157,Deal for Catalyst Group,Catalyst Group,Alice Johnson,APAC,Website,Closed Lost,2503.61,2025-06-07,2025-04-01,108,Pro,No,Price,False,67,2025-04,2025-06,2025Q2,2025Q2
OPP-10817,Deal for Catalyst Group,Catalyst Group,Bob Williams,North America,Referral,Closed Lost,1969.57,2025-03-12,2025-02-01,19,Pro,Yes,Timing,False,39,2025-02,2025-03,2025Q1,2025Q1
OPP-10171,Deal for Horizon Digital,Horizon Digital,Diana Miller,APAC,Event,Closed Lost,1503.75,2025-06-23,2025-02-11,132,Basic,Yes,Timing,False,132,2025-02,2025-06,2025Q1,2025Q2
OPP-10016,Deal for BrightSpark,BrightSpark,Alice Johnson,North America,Social Media,Closed Lost,4396.13,2024-08-04,2024-06-05,51,Basic,Yes,Internal Prioritization,False,60,2024-06,2024-08,2024Q2,2024Q3
OPP-10511,Deal for Veridian Corp,Veridian Corp,Alice Johnson,EMEA,Social Media,Closed Lost,8023.24,2025-04-30,2025-02-08,81,Enterprise,Yes,Price,False,81,2025-02,2025-04,2025Q1,2025Q2
